Date,reer
2006-04-30,101.65
2006-05-31,102.45
2006-06-30,102.6
2006-07-31,102.34
2006-08-31,102.66
2006-09-30,102.59
2006-10-31,102.57
2006-11-30,102.66
2006-12-31,102.93
2007-01-31,102.29
2007-02-28,102.69
2007-03-31,103.42
2007-04-30,103.84
2007-05-31,103.38
2007-06-30,103.23
2007-07-31,103.18
2007-08-31,103.15
2007-09-30,103.61
2007-10-31,103.68
2007-11-30,104.31
2007-12-31,103.73
2008-01-31,104.67
2008-02-29,104.23
2008-03-31,106.08
2008-04-30,106.33
2008-05-31,105.9
2008-06-30,105.77
2008-07-31,105.51
2008-08-31,104.61
2008-09-30,104.36
2008-10-31,103.29
2008-11-30,102.87
2008-12-31,106
2009-01-31,106.13
2009-02-28,105.8
2009-03-31,106.82
2009-04-30,105.82
2009-05-31,105.56
2009-06-30,106.57
2009-07-31,106.01
2009-08-31,105.7
2009-09-30,106.29
2009-10-31,105.85
2009-11-30,105.81
2009-12-31,105.16
2010-01-31,103.89
2010-02-28,102.07
2010-03-31,101.46
2010-04-30,100.67
2010-05-31,98.69
2010-06-30,97.87
2010-07-31,98.3
2010-08-31,98.45
2010-09-30,98.81
2010-10-31,100.79
2010-11-30,100.24
2010-12-31,98.76
2011-01-31,98.66
2011-02-28,99.08
2011-03-31,99.92
2011-04-30,100.56
2011-05-31,100.03
2011-06-30,100.62
2011-07-31,99.78
2011-08-31,100.43
2011-09-30,100.05
2011-10-31,100.29
2011-11-30,99.91
2011-12-31,98.77
2012-01-31,98
2012-02-29,98.16
2012-03-31,98.16
2012-04-30,98.21
2012-05-31,97.91
2012-06-30,97.81
2012-07-31,96.17
2012-08-31,95.76
2012-09-30,97.1
2012-10-31,97.43
2012-11-30,96.87
2012-12-31,97.5
2013-01-31,98.01
2013-02-28,98.41
2013-03-31,97.64
2013-04-30,98.12
2013-05-31,98.19
2013-06-30,99.23
2013-07-31,99.06
2013-08-31,99.53
2013-09-30,99.58
2013-10-31,100.25
2013-11-30,100.2
2013-12-31,101.23
2014-01-31,101.23
2014-02-28,101.43
2014-03-31,101.99
2014-04-30,101.9
2014-05-31,101.13
2014-06-30,100.69
2014-07-31,100.48
2014-08-31,100.26
2014-09-30,99.99
2014-10-31,99.71
2014-11-30,100
2014-12-31,100.95
2015-01-31,99.22
2015-02-28,98.02
2015-03-31,96.08
2015-04-30,94.99
2015-05-31,95.57
2015-06-30,96.32
2015-07-31,95.86
2015-08-31,97.76
2015-09-30,98.49
2015-10-31,98.12
2015-11-30,96.7
2015-12-31,97.65
2016-01-31,98.48
2016-02-29,98.96
2016-03-31,98.03
2016-04-30,98.27
2016-05-31,98.22
2016-06-30,97.91
2016-07-31,97.59
2016-08-31,97.89
2016-09-30,98.07
2016-10-31,97.84
2016-11-30,97.96
2016-12-31,97.12
2017-01-31,96.41
2017-02-28,96.04
2017-03-31,96.13
2017-04-30,95.95
2017-05-31,96.97
2017-06-30,97.52
2017-07-31,97.81
2017-08-31,98.58
2017-09-30,98.54
2017-10-31,98.36
2017-11-30,98.85
2017-12-31,98.81
2018-01-31,98.78
2018-02-28,98.96
2018-03-31,99.27
2018-04-30,99.57
2018-05-31,98.72
2018-06-30,98.67
2018-07-31,98.95
2018-08-31,99.35
2018-09-30,99.92
2018-10-31,99.24
2018-11-30,98.99
2018-12-31,98.98
2019-01-31,98.53
2019-02-28,98.3
2019-03-31,97.89
2019-04-30,97.8
2019-05-31,97.97
2019-06-30,98.12
2019-07-31,97.14
2019-08-31,98.1
2019-09-30,97.57
2019-10-31,97.5
2019-11-30,97.11
2019-12-31,96.94
2020-01-31,96.43
