Date,reer
2013-12-31,102.54
2014-01-31,101.88
2014-02-28,101.9
2014-03-31,103.07
2014-04-30,102.83
2014-05-31,102.87
2014-06-30,102.54
2014-07-31,101.84
2014-08-31,101.56
2014-09-30,101.51
2014-10-31,101.22
2014-11-30,101.51
2014-12-31,101.85
2015-01-31,99.8
2015-02-28,98.81
2015-03-31,98.39
2015-04-30,97.82
2015-05-31,98.58
2015-06-30,99.11
2015-07-31,98.36
2015-08-31,99.11
2015-09-30,100.13
2015-10-31,99.78
2015-11-30,99.13
2015-12-31,100.23
2016-01-31,100.26
2016-02-29,100.5
2016-03-31,100.46
2016-04-30,100.53
2016-05-31,100.74
2016-06-30,100.52
2016-07-31,99.83
2016-08-31,99.75
2016-09-30,100.48
2016-10-31,100.39
2016-11-30,100.6
2016-12-31,100.4
2017-01-31,100.23
2017-02-28,99.83
2017-03-31,100.33
2017-04-30,100.08
2017-05-31,100.94
2017-06-30,101.22
2017-07-31,101.4
2017-08-31,101.72
2017-09-30,102.62
2017-10-31,102.56
2017-11-30,102.87
2017-12-31,103.12
2018-01-31,102.76
2018-02-28,102.79
2018-03-31,103.24
2018-04-30,103.21
2018-05-31,102.5
2018-06-30,102.53
2018-07-31,102.6
2018-08-31,102.46
2018-09-30,103.42
2018-10-31,103.1
2018-11-30,103.33
2018-12-31,103.48
2019-01-31,102.77
2019-02-28,102.11
2019-03-31,102.48
2019-04-30,101.96
2019-05-31,102.2
2019-06-30,102.25
2019-07-31,101.37
2019-08-31,101.63
2019-09-30,101.89
2019-10-31,101.87
2019-11-30,102.09
2019-12-31,102.49
2020-01-31,101.86
2020-02-29,101.31
